SizeID,ShapeID,DimDepth,DimDepthImperial,DimDepthMetric,DimWidth,DimWidthImperial,DimWidthMetric,DimWeight,DimWeightImperial,DimWeightMetric,DimThickness,DimThicknessImperial,DimThicknessMetric,DimGage,DimGageImperial,DimGageMetric,DimDiameter,DimDiameterImperial,DimDiameterMetric,DimComment,SizeUnits,BaseWeight,UnitWeight,XSectionalArea,Depth,FlangeWidth,FlangeThickness,WebThickness,KDistance,AdjustedK,UsualGage,SecondaryGage,AxisXXS,InsideDiameter,OutsideDiameter,WallThickness,CalcRevaluation,RevaluationLength1,RevaluationLength2,RevaluationLength3,RevaluationPrice1,RevaluationPrice2,RevaluationPrice3,ChargeLength,CalcScrap,ScrapWidth,ScrapLength,ScrapPrice,Kerf,KerfRipCut,KerfCrossCut,KerfInternalCut,TrimLeadingWidth,TrimLeadingLength,TrimTrailingWidth,TrimTrailingLength,ClampAllowanceFromPart,ValidCombiningScrapPercentage,FirstCutCost,FirstCutCharge,AdditionalCutCost,AdditionalCutCharge,DimensionSizesImperial,DimensionSizesImperial_Reverse,DimensionSizesImperial_EDI,DimensionSizesMetric,DimensionSizesMetric_Reverse,DimensionSizesMetric_EDI,Dim1Imperial,Dim1Metric,Dim1SortValue,Dim2Imperial,Dim2Metric,Dim2SortValue,Dim3Imperial,Dim3Metric,Dim3SortValue,Dim4Imperial,Dim4Metric,Dim4SortValue,Dim5Imperial,Dim5Metric,Dim5SortValue,Dim6Imperial,Dim6Metric,Dim6SortValue,SortOrder,SortOrder_Reverse,ProNestDesignation,SigmaNestDesignation,ERPDesignation
957,185,228.600457200914000,228.600457200914000,228.600000000000000,76.200152400304800,76.200152400304800,76.200000000000000,NULL,NULL,NULL,9.525019050038100,9.525019050038100,9.500000000000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Imperial,NULL,40894.663379800958451,4890.332361309884360,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9.525019050038100,%,24384.048768097500000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,24384.048768097500000,NULL,NULL,2436.817373634750000,NULL,3.175006350012700,NULL,NULL,NULL,NULL,0.000000000000000,NULL,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"9 x 3 x 0.375",NULL,9X3X.375,"228.6 x 76.2 x 9.5",NULL,228.6X76.2X9.5,9,228.6,228.60046,3,76.2,76.200152,0.375,9.5,9.5250191,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,223232,NULL,NULL,NULL,D
958,185,228.600457200914000,228.600457200914000,228.600000000000000,76.200152400304800,76.200152400304800,76.200000000000000,NULL,NULL,NULL,7.937515875031750,7.937515875031750,7.900000000000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Imperial,NULL,34733.676975420464711,4148.395393564981060,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.937515875031750,%,24384.048768097500000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,24384.048768097500000,NULL,NULL,2436.817373634750000,NULL,3.175006350012700,NULL,NULL,NULL,NULL,0.000000000000000,NULL,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"9 x 3 x 0.313",NULL,9X3X.313,"228.6 x 76.2 x 7.9",NULL,228.6X76.2X7.9,9,228.6,228.60046,3,76.2,76.200152,0.3125,7.9,7.9375159,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,222208,NULL,NULL,NULL,D
959,185,228.600457200914000,228.600457200914000,228.600000000000000,76.200152400304800,76.200152400304800,76.200000000000000,NULL,NULL,NULL,6.350012700025400,6.350012700025400,6.400000000000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Imperial,NULL,28304.821596936471242,3380.651922594168080,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.350012700025400,%,24384.048768097500000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,24384.048768097500000,NULL,NULL,2436.817373634750000,NULL,3.175006350012700,NULL,NULL,NULL,NULL,0.000000000000000,NULL,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"9 x 3 x 0.25",NULL,9X3X.250,"228.6 x 76.2 x 6.4",NULL,228.6X76.2X6.4,9,228.6,228.60046,3,76.2,76.200152,0.25,6.4,6.3500127,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,221184,NULL,NULL,NULL,D
960,185,228.600457200914000,228.600457200914000,228.600000000000000,76.200152400304800,76.200152400304800,76.200000000000000,NULL,NULL,NULL,4.762509525019050,4.762509525019050,4.800000000000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Imperial,NULL,21622.978854021394698,2567.747070978013160,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.762509525019050,%,24384.048768097500000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,24384.048768097500000,NULL,NULL,2436.817373634750000,NULL,3.175006350012700,NULL,NULL,NULL,NULL,0.000000000000000,NULL,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"9 x 3 x 0.188",NULL,9X3X.188,"228.6 x 76.2 x 4.8",NULL,228.6X76.2X4.8,9,228.6,228.60046,3,76.2,76.200152,0.1875,4.8,4.7625095,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,220160,NULL,NULL,NULL,D
961,185,203.200406400813000,203.200406400813000,203.200000000000000,203.200406400813000,203.200406400813000,203.200000000000000,NULL,NULL,NULL,15.875031750063500,15.875031750063500,15.900000000000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Imperial,NULL,88277.708576775576976,10580.666322622968800,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15.875031750063500,%,24384.048768097500000,0.000000000000000,0.000000000000000,50.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,NULL,NULL,2436.817373634750000,NULL,3.175006350012700,NULL,NULL,NULL,NULL,0.000000000000000,NULL,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"8 x 8 x 0.625",NULL,8X8X.625,"203.2 x 203.2 x 15.9",NULL,203.2X203.2X15.9,8,203.2,203.20041,8,203.2,203.20041,0.625,15.9,15.875032,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,219136,NULL,NULL,NULL,B
962,185,203.200406400813000,203.200406400813000,203.200000000000000,203.200406400813000,203.200406400813000,203.200000000000000,NULL,NULL,NULL,12.700025400050800,12.700025400050800,12.700000000000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Imperial,NULL,72696.663249755342807,8709.694838744517000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12.700025400050800,%,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,NULL,NULL,2436.817373634750000,NULL,3.175006350012700,NULL,NULL,NULL,NULL,0.000000000000000,NULL,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"8 x 8 x 0.5",NULL,8X8X.500,"203.2 x 203.2 x 12.7",NULL,203.2X203.2X12.7,8,203.2,203.20041,8,203.2,203.20041,0.5,12.7,12.700025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,218112,NULL,NULL,NULL,A
963,185,203.200406400813000,203.200406400813000,203.200000000000000,203.200406400813000,203.200406400813000,203.200000000000000,NULL,NULL,NULL,9.525019050038100,9.525019050038100,9.500000000000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Imperial,NULL,56088.786855338359680,6709.690838736516800,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9.525019050038100,%,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,NULL,NULL,2436.817373634750000,NULL,3.175006350012700,NULL,NULL,NULL,NULL,0.000000000000000,NULL,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"8 x 8 x 0.375",NULL,8X8X.375,"203.2 x 203.2 x 9.5",NULL,203.2X203.2X9.5,8,203.2,203.20041,8,203.2,203.20041,0.375,9.5,9.5250191,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,217088,NULL,NULL,NULL,A
964,185,203.200406400813000,203.200406400813000,203.200000000000000,203.200406400813000,203.200406400813000,203.200000000000000,NULL,NULL,NULL,7.937515875031750,7.937515875031750,7.900000000000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Imperial,NULL,47383.045196974618525,5651.624206474219920,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.937515875031750,%,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,NULL,NULL,2436.817373634750000,NULL,3.175006350012700,NULL,NULL,NULL,NULL,0.000000000000000,NULL,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"8 x 8 x 0.313",NULL,8X8X.313,"203.2 x 203.2 x 7.9",NULL,203.2X203.2X7.9,8,203.2,203.20041,8,203.2,203.20041,0.3125,7.9,7.9375159,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,216064,NULL,NULL,NULL,A
965,185,203.200406400813000,203.200406400813000,203.200000000000000,203.200406400813000,203.200406400813000,203.200000000000000,NULL,NULL,NULL,6.350012700025400,6.350012700025400,6.400000000000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Imperial,NULL,38424.316174179794294,4580.654322598968200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.350012700025400,%,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,NULL,NULL,2436.817373634750000,NULL,3.175006350012700,NULL,NULL,NULL,NULL,0.000000000000000,NULL,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"8 x 8 x 0.25",NULL,8X8X.250,"203.2 x 203.2 x 6.4",NULL,203.2X203.2X6.4,8,203.2,203.20041,8,203.2,203.20041,0.25,6.4,6.3500127,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,215040,NULL,NULL,NULL,A
966,185,203.200406400813000,203.200406400813000,203.200000000000000,203.200406400813000,203.200406400813000,203.200000000000000,NULL,NULL,NULL,4.762509525019050,4.762509525019050,4.800000000000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Imperial,NULL,29212.599786953886987,3464.523058078374540,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.762509525019050,%,24384.048768097500000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,NULL,NULL,2436.817373634750000,NULL,3.175006350012700,NULL,NULL,NULL,NULL,0.000000000000000,NULL,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"8 x 8 x 0.188",NULL,8X8X.188,"203.2 x 203.2 x 4.8",NULL,203.2X203.2X4.8,8,203.2,203.20041,8,203.2,203.20041,0.1875,4.8,4.7625095,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,214016,NULL,NULL,NULL,d
967,185,203.200406400813000,203.200406400813000,203.200000000000000,152.400304800610000,152.400304800610000,152.400000000000000,NULL,NULL,NULL,15.875031750063500,15.875031750063500,15.900000000000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Imperial,NULL,75613.458745549006510,9032.276129068388000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15.875031750063500,%,24384.048768097500000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,NULL,NULL,2436.817373634750000,NULL,3.175006350012700,NULL,NULL,NULL,NULL,0.000000000000000,NULL,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"8 x 6 x 0.625",NULL,8X6X.625,"203.2 x 152.4 x 15.9",NULL,203.2X152.4X15.9,8,203.2,203.20041,6,152.4,152.4003,0.625,15.9,15.875032,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,211968,NULL,NULL,NULL,d
968,185,203.200406400813000,203.200406400813000,203.200000000000000,152.400304800610000,152.400304800610000,152.400000000000000,NULL,NULL,NULL,12.700025400050800,12.700025400050800,12.700000000000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Imperial,NULL,62577.168672512019755,7483.885935513807200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12.700025400050800,%,24384.048768097500000,0.000000000000000,0.000000000000000,25.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,NULL,NULL,2436.817373634750000,NULL,3.175006350012700,NULL,NULL,NULL,NULL,0.000000000000000,NULL,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"8 x 6 x 0.5",NULL,8X6X.500,"203.2 x 152.4 x 12.7",NULL,203.2X152.4X12.7,8,203.2,203.20041,6,152.4,152.4003,0.5,12.7,12.700025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,210944,NULL,NULL,NULL,C
969,185,203.200406400813000,203.200406400813000,203.200000000000000,152.400304800610000,152.400304800610000,152.400000000000000,NULL,NULL,NULL,9.525019050038100,9.525019050038100,9.500000000000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Imperial,NULL,48484.284312733450740,5787.108348410245740,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9.525019050038100,%,24384.048768097500000,0.000000000000000,0.000000000000000,50.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,NULL,NULL,2436.817373634750000,NULL,3.175006350012700,NULL,NULL,NULL,NULL,0.000000000000000,NULL,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"8 x 6 x 0.375",NULL,8X6X.375,"203.2 x 152.4 x 9.5",NULL,203.2X152.4X9.5,8,203.2,203.20041,6,152.4,152.4003,0.375,9.5,9.5250191,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,209920,NULL,NULL,NULL,B
970,185,203.200406400813000,203.200406400813000,203.200000000000000,152.400304800610000,152.400304800610000,152.400000000000000,NULL,NULL,NULL,7.937515875031750,7.937515875031750,7.900000000000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Imperial,NULL,41058.361086197541618,4896.783987116361780,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.937515875031750,%,24384.048768097500000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,NULL,NULL,2436.817373634750000,NULL,3.175006350012700,NULL,NULL,NULL,NULL,0.000000000000000,NULL,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"8 x 6 x 0.313",NULL,8X6X.313,"203.2 x 152.4 x 7.9",NULL,203.2X152.4X7.9,8,203.2,203.20041,6,152.4,152.4003,0.3125,7.9,7.9375159,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,208896,NULL,NULL,NULL,D
971,185,203.200406400813000,203.200406400813000,203.200000000000000,152.400304800610000,152.400304800610000,152.400000000000000,NULL,NULL,NULL,6.350012700025400,6.350012700025400,6.400000000000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Imperial,NULL,33364.568885558132768,3980.653122596568140,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.350012700025400,%,24384.048768097500000,0.000000000000000,0.000000000000000,50.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,NULL,NULL,2436.817373634750000,NULL,3.175006350012700,NULL,NULL,NULL,NULL,0.000000000000000,NULL,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"8 x 6 x 0.25",NULL,8X6X.250,"203.2 x 152.4 x 6.4",NULL,203.2X152.4X6.4,8,203.2,203.20041,6,152.4,152.4003,0.25,6.4,6.3500127,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,207872,NULL,NULL,NULL,B
972,185,203.200406400813000,203.200406400813000,203.200000000000000,152.400304800610000,152.400304800610000,152.400000000000000,NULL,NULL,NULL,4.762509525019050,4.762509525019050,4.800000000000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Imperial,NULL,25417.789320487640842,3012.909251624955140,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.762509525019050,%,24384.048768097500000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,NULL,NULL,2436.817373634750000,NULL,3.175006350012700,NULL,NULL,NULL,NULL,0.000000000000000,NULL,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"8 x 6 x 0.188",NULL,8X6X.188,"203.2 x 152.4 x 4.8",NULL,203.2X152.4X4.8,8,203.2,203.20041,6,152.4,152.4003,0.1875,4.8,4.7625095,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,206848,NULL,NULL,NULL,D
973,185,203.200406400813000,203.200406400813000,203.200000000000000,101.600203200406000,101.600203200406000,101.600000000000000,NULL,NULL,NULL,15.875031750063500,15.875031750063500,15.900000000000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Imperial,NULL,62949.208914322436043,7548.402193578581400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15.875031750063500,%,24384.048768097500000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,NULL,NULL,2436.817373634750000,NULL,3.175006350012700,NULL,NULL,NULL,NULL,0.000000000000000,NULL,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"8 x 4 x 0.625",NULL,8X4X.625,"203.2 x 101.6 x 15.9",NULL,203.2X101.6X15.9,8,203.2,203.20041,4,101.6,101.6002,0.625,15.9,15.875032,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,205824,NULL,NULL,NULL,D
974,185,203.200406400813000,203.200406400813000,203.200000000000000,101.600203200406000,101.600203200406000,101.600000000000000,NULL,NULL,NULL,12.700025400050800,12.700025400050800,12.700000000000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Imperial,NULL,52442.792485596280051,6283.883535509007080,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12.700025400050800,%,24384.048768097500000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,NULL,NULL,2436.817373634750000,NULL,3.175006350012700,NULL,NULL,NULL,NULL,0.000000000000000,NULL,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"8 x 4 x 0.5",NULL,8X4X.500,"203.2 x 101.6 x 12.7",NULL,203.2X101.6X12.7,8,203.2,203.20041,4,101.6,101.6002,0.5,12.7,12.700025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,204800,NULL,NULL,NULL,D
975,185,203.200406400813000,203.200406400813000,203.200000000000000,101.600203200406000,101.600203200406000,101.600000000000000,NULL,NULL,NULL,9.525019050038100,9.525019050038100,9.500000000000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Imperial,NULL,40894.663379800958451,4890.332361309884360,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9.525019050038100,%,24384.048768097500000,0.000000000000000,0.000000000000000,25.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,NULL,NULL,2436.817373634750000,NULL,3.175006350012700,NULL,NULL,NULL,NULL,0.000000000000000,NULL,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"8 x 4 x 0.375",NULL,8X4X.375,"203.2 x 101.6 x 9.5",NULL,203.2X101.6X9.5,8,203.2,203.20041,4,101.6,101.6002,0.375,9.5,9.5250191,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,203776,NULL,NULL,NULL,C
976,185,203.200406400813000,203.200406400813000,203.200000000000000,101.600203200406000,101.600203200406000,101.600000000000000,NULL,NULL,NULL,7.937515875031750,7.937515875031750,7.900000000000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Imperial,NULL,34733.676975420464711,4148.395393564981060,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.937515875031750,%,24384.048768097500000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,NULL,NULL,2436.817373634750000,NULL,3.175006350012700,NULL,NULL,NULL,NULL,0.000000000000000,NULL,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"8 x 4 x 0.313",NULL,8X4X.313,"203.2 x 101.6 x 7.9",NULL,203.2X101.6X7.9,8,203.2,203.20041,4,101.6,101.6002,0.3125,7.9,7.9375159,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,202752,NULL,NULL,NULL,D
977,185,203.200406400813000,203.200406400813000,203.200000000000000,101.600203200406000,101.600203200406000,101.600000000000000,NULL,NULL,NULL,6.350012700025400,6.350012700025400,6.400000000000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Imperial,NULL,28304.821596936471242,3380.651922594168080,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.350012700025400,%,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,NULL,NULL,2436.817373634750000,NULL,3.175006350012700,NULL,NULL,NULL,NULL,0.000000000000000,NULL,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"8 x 4 x 0.25",NULL,8X4X.250,"203.2 x 101.6 x 6.4",NULL,203.2X101.6X6.4,8,203.2,203.20041,4,101.6,101.6002,0.25,6.4,6.3500127,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,201728,NULL,NULL,NULL,A
978,185,203.200406400813000,203.200406400813000,203.200000000000000,101.600203200406000,101.600203200406000,101.600000000000000,NULL,NULL,NULL,4.762509525019050,4.762509525019050,4.800000000000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Imperial,NULL,21622.978854021394698,2567.747070978013160,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.762509525019050,%,24384.048768097500000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,NULL,NULL,2436.817373634750000,NULL,3.175006350012700,NULL,NULL,NULL,NULL,0.000000000000000,NULL,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"8 x 4 x 0.188",NULL,8X4X.188,"203.2 x 101.6 x 4.8",NULL,203.2X101.6X4.8,8,203.2,203.20041,4,101.6,101.6002,0.1875,4.8,4.7625095,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,200704,NULL,NULL,NULL,D
979,185,203.200406400813000,203.200406400813000,203.200000000000000,101.600203200406000,101.600203200406000,101.600000000000000,NULL,NULL,NULL,3.175006350012700,3.175006350012700,3.200000000000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Imperial,NULL,14673.267137002818425,1741.938967748903400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.175006350012700,%,24384.048768097500000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,24384.048768097500000,NULL,NULL,2436.817373634750000,NULL,3.175006350012700,NULL,NULL,NULL,NULL,0.000000000000000,NULL,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"8 x 4 x 0.125",NULL,8X4X.125,"203.2 x 101.6 x 3.2",NULL,203.2X101.6X3.2,8,203.2,203.20041,4,101.6,101.6002,0.125,3.2,3.1750064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,199680,NULL,NULL,NULL,D
980,185,203.200406400813000,203.200406400813000,203.200000000000000,76.200152400304800,76.200152400304800,76.200000000000000,NULL,NULL,NULL,12.700025400050800,12.700025400050800,12.700000000000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Imperial,NULL,47383.045196974618525,5683.882335506607020,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12.700025400050800,%,24384.048768097500000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,NULL,NULL,2436.817373634750000,NULL,3.175006350012700,NULL,NULL,NULL,NULL,0.000000000000000,NULL,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"8 x 3 x 0.5",NULL,8X3X.500,"203.2 x 76.2 x 12.7",NULL,203.2X76.2X12.7,8,203.2,203.20041,3,76.2,76.200152,0.5,12.7,12.700025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,198656,NULL,NULL,NULL,D
981,185,203.200406400813000,203.200406400813000,203.200000000000000,76.200152400304800,76.200152400304800,76.200000000000000,NULL,NULL,NULL,9.525019050038100,9.525019050038100,9.500000000000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Imperial,NULL,37099.852913334712306,4438.718554856464960,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9.525019050038100,%,24384.048768097500000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,NULL,NULL,2436.817373634750000,NULL,3.175006350012700,NULL,NULL,NULL,NULL,0.000000000000000,NULL,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"8 x 3 x 0.375",NULL,8X3X.375,"203.2 x 76.2 x 9.5",NULL,203.2X76.2X9.5,8,203.2,203.20041,3,76.2,76.200152,0.375,9.5,9.5250191,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,197632,NULL,NULL,NULL,D
982,185,203.200406400813000,203.200406400813000,203.200000000000000,76.200152400304800,76.200152400304800,76.200000000000000,NULL,NULL,NULL,7.937515875031750,7.937515875031750,7.900000000000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Imperial,NULL,31563.894115195717931,3774.201096789290700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.937515875031750,%,24384.048768097500000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,NULL,NULL,2436.817373634750000,NULL,3.175006350012700,NULL,NULL,NULL,NULL,0.000000000000000,NULL,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,"8 x 3 x 0.313",NULL,8X3X.313,"203.2 x 76.2 x 7.9",NULL,203.2X76.2X7.9,8,203.2,203.20041,3,76.2,76.200152,0.3125,7.9,7.9375159,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,196608,NULL,NULL,NULL,D
